Sample	äwê∂é¿å±3TM_NaOH	
52.9	1483	387.3151482
52.91	1470	387.2510235
52.92	1463	387.2164948
52.93	1444	387.1227741
52.94	1447	387.1375721
52.95	1490	387.3496769
52.96	1483	387.3151482
52.97	1437	387.0882454
52.98	1441	387.1079761
52.99	1482	387.3102156
53	1466	387.2312929
53.01	1481	387.3052829
53.02	1517	387.482859
53.03	1519	387.4927243
53.04	1472	387.2608889
53.05	1457	387.1868988
53.06	1466	387.2312929
53.07	1472	387.2608889
53.08	1482	387.3102156
53.09	1515	387.4729936
53.1	1490	387.3496769
53.11	1470	387.2510235
53.12	1497	387.3842056
53.13	1497	387.3842056
53.14	1481	387.3052829
53.15	1505	387.4236669
53.16	1495	387.3743403
53.17	1506	387.4285996
53.18	1507	387.4335323
53.19	1493	387.3644749
53.2	1507	387.4335323
53.21	1510	387.4483303
53.22	1485	387.3250136
53.23	1484	387.3200809
53.24	1483	387.3151482
53.25	1474	387.2707542
53.26	1475	387.2756869
53.27	1487	387.3348789
53.28	1468	387.2411582
53.29	1474	387.2707542
53.3	1499	387.3940709
53.31	1502	387.4088689
53.32	1482	387.3102156
53.33	1485	387.3250136
53.34	1495	387.3743403
53.35	1521	387.5025897
53.36	1522	387.5075223
53.37	1466	387.2312929
53.38	1452	387.1622355
53.39	1478	387.2904849
53.4	1485	387.3250136
53.41	1502	387.4088689
53.42	1522	387.5075223
53.43	1507	387.4335323
53.44	1500	387.3990036
53.45	1505	387.4236669
53.46	1534	387.5667143
53.47	1539	387.5913777
53.48	1488	387.3398116
53.49	1485	387.3250136
53.5	1528	387.5371183
53.51	1514	387.468061
53.52	1501	387.4039363
53.53	1523	387.512455
53.54	1563	387.7097618
53.55	1568	387.7344251
53.56	1546	387.6259064
53.57	1586	387.8232131
53.58	1594	387.8626745
53.59	1576	387.7738864
53.6	1567	387.7294924
53.61	1576	387.7738864
53.62	1576	387.7738864
53.63	1573	387.7590884
53.64	1552	387.6555024
53.65	1521	387.5025897
53.66	1559	387.6900311
53.67	1609	387.9366645
53.68	1598	387.8824052
53.69	1564	387.7146944
53.7	1586	387.8232131
53.71	1604	387.9120012
53.72	1594	387.8626745
53.73	1603	387.9070685
53.74	1672	388.2474227
53.75	1732	388.5433828
53.76	1805	388.9034677
53.77	1898	389.3622059
53.78	1996	389.8456075
53.79	2146	390.5855078
53.8	2407	391.8729344
53.81	2815	393.8854634
53.82	3375	396.6477581
53.83	3947	399.4692448
53.84	4355	401.4817738
53.85	4457	401.984906
53.86	4185	400.64322
53.87	3727	398.3840576
53.88	3153	395.5527056
53.89	2686	393.2491491
53.9	2372	391.700291
53.91	2125	390.4819218
53.92	2053	390.1267696
53.93	2078	390.2500863
53.94	2104	390.3783357
53.95	2222	390.9603907
53.96	2434	392.0061165
53.97	2656	393.101169
53.98	2890	394.2554136
53.99	2991	394.7536132
54	2910	394.354067
54.01	2715	393.3921965
54.02	2461	392.1392986
54.03	2242	391.059044
54.04	2053	390.1267696
54.05	1890	389.3227445
54.06	1761	388.6864302
54.07	1675	388.2622207
54.08	1672	388.2474227
54.09	1683	388.301682
54.1	1642	388.0994426
54.11	1595	387.8676072
54.12	1582	387.8034825
54.13	1551	387.6505697
54.14	1541	387.601243
54.15	1574	387.7640211
54.16	1584	387.8133478
54.17	1568	387.7344251
54.18	1555	387.6703004
54.19	1572	387.7541558
54.2	1545	387.6209737
54.21	1535	387.571647
54.22	1562	387.7048291
54.23	1575	387.7689538
54.24	1579	387.7886845
54.25	1562	387.7048291
54.26	1564	387.7146944
54.27	1578	387.7837518
54.28	1573	387.7590884
54.29	1556	387.6752331
54.3	1520	387.497657
54.31	1516	387.4779263
54.32	1546	387.6259064
54.33	1530	387.5469837
54.34	1530	387.5469837
54.35	1538	387.586445
54.36	1541	387.601243
54.37	1531	387.5519163
54.38	1518	387.4877916
54.39	1568	387.7344251
54.4	1578	387.7837518
54.41	1566	387.7245598
54.42	1556	387.6752331
54.43	1504	387.4187343
54.44	1516	387.4779263
54.45	1555	387.6703004
54.46	1540	387.5963104
54.47	1515	387.4729936
54.48	1514	387.468061
54.49	1526	387.527253
54.5	1543	387.6111084
54.51	1524	387.5173877
54.52	1507	387.4335323
54.53	1517	387.482859
54.54	1489	387.3447442
54.55	1481	387.3052829
54.56	1506	387.4285996
54.57	1516	387.4779263
54.58	1517	387.482859
54.59	1533	387.5617817
54.6	1549	387.6407044
54.61	1535	387.571647
54.62	1523	387.512455
54.63	1545	387.6209737
54.64	1538	387.586445
54.65	1519	387.4927243
54.66	1538	387.586445
54.67	1546	387.6259064
54.68	1537	387.5815124
54.69	1514	387.468061
54.7	1487	387.3348789
54.71	1487	387.3348789
54.72	1510	387.4483303
54.73	1522	387.5075223
54.74	1510	387.4483303
54.75	1485	387.3250136
54.76	1468	387.2411582
54.77	1496	387.3792729
54.78	1522	387.5075223
54.79	1522	387.5075223
54.8	1510	387.4483303
54.81	1491	387.3546096
54.82	1499	387.3940709
54.83	1511	387.453263
54.84	1516	387.4779263
54.85	1544	387.616041
54.86	1569	387.7393578
54.87	1535	387.571647
54.88	1506	387.4285996
54.89	1537	387.5815124
54.9	1545	387.6209737
54.91	1525	387.5223203
54.92	1517	387.482859
54.93	1513	387.4631283
54.94	1550	387.6456371
54.95	1591	387.8478765
54.96	1602	387.9021358
54.97	1595	387.8676072
54.98	1572	387.7541558
54.99	1564	387.7146944
55	1539	387.5913777
55.01	1535	387.571647
55.02	1538	387.586445
55.03	1512	387.4581956
55.04	1531	387.5519163
55.05	1552	387.6555024
55.06	1538	387.586445
55.07	1528	387.5371183
55.08	1532	387.556849
55.09	1510	387.4483303
55.1	1494	387.3694076
55.11	1499	387.3940709
55.12	1523	387.512455
55.13	1531	387.5519163
55.14	1526	387.527253
55.15	1547	387.630839
55.16	1564	387.7146944
55.17	1585	387.8182805
55.18	1590	387.8429438
55.19	1536	387.5765797
55.2	1491	387.3546096
55.21	1518	387.4877916
55.22	1573	387.7590884
55.23	1569	387.7393578
55.24	1568	387.7344251
55.25	1598	387.8824052
55.26	1590	387.8429438
55.27	1575	387.7689538
55.28	1557	387.6801657
55.29	1564	387.7146944
55.3	1575	387.7689538
55.31	1559	387.6900311
55.32	1554	387.6653677
55.33	1569	387.7393578
55.34	1575	387.7689538
55.35	1569	387.7393578
55.36	1548	387.6357717
55.37	1553	387.6604351
55.38	1579	387.7886845
55.39	1584	387.8133478
55.4	1579	387.7886845
55.41	1589	387.8380111
55.42	1581	387.7985498
55.43	1589	387.8380111
55.44	1600	387.8922705
55.45	1585	387.8182805
55.46	1577	387.7788191
55.47	1583	387.8084151
55.48	1565	387.7196271
55.49	1563	387.7097618
55.5	1556	387.6752331
55.51	1552	387.6555024
55.52	1562	387.7048291
55.53	1569	387.7393578
55.54	1560	387.6949637
55.55	1537	387.5815124
55.56	1530	387.5469837
55.57	1566	387.7245598
55.58	1592	387.8528092
55.59	1553	387.6604351
55.6	1513	387.4631283
55.61	1540	387.5963104
55.62	1566	387.7245598
55.63	1589	387.8380111
55.64	1579	387.7886845
55.65	1588	387.8330785
55.66	1595	387.8676072
55.67	1565	387.7196271
55.68	1514	387.468061
55.69	1514	387.468061
55.7	1542	387.6061757
55.71	1575	387.7689538
55.72	1599	387.8873378
55.73	1611	387.9465299
55.74	1559	387.6900311
55.75	1532	387.556849
55.76	1561	387.6998964
55.77	1565	387.7196271
55.78	1555	387.6703004
55.79	1589	387.8380111
55.8	1584	387.8133478
55.81	1577	387.7788191
55.82	1597	387.8774725
55.83	1568	387.7344251
55.84	1559	387.6900311
55.85	1581	387.7985498
55.86	1576	387.7738864
55.87	1561	387.6998964
55.88	1537	387.5815124
55.89	1510	387.4483303
55.9	1548	387.6357717
55.91	1580	387.7936171
55.92	1588	387.8330785
55.93	1601	387.8972032
55.94	1593	387.8577418
55.95	1574	387.7640211
55.96	1585	387.8182805
55.97	1627	388.0254526
55.98	1626	388.0205199
55.99	1588	387.8330785
56	1566	387.7245598
56.01	1580	387.7936171
56.02	1611	387.9465299
56.03	1568	387.7344251
56.04	1526	387.527253
56.05	1560	387.6949637
56.06	1561	387.6998964
56.07	1541	387.601243
56.08	1518	387.4877916
56.09	1515	387.4729936
56.1	1528	387.5371183
56.11	1578	387.7837518
56.12	1557	387.6801657
56.13	1532	387.556849
56.14	1538	387.586445
56.15	1561	387.6998964
56.16	1595	387.8676072
56.17	1574	387.7640211
56.18	1555	387.6703004
56.19	1554	387.6653677
56.2	1582	387.8034825
56.21	1623	388.0057219
56.22	1583	387.8084151
56.23	1577	387.7788191
56.24	1595	387.8676072
56.25	1625	388.0155872
56.26	1631	388.0451832
56.27	1578	387.7837518
56.28	1577	387.7788191
56.29	1579	387.7886845
56.3	1591	387.8478765
56.31	1581	387.7985498
56.32	1595	387.8676072
56.33	1600	387.8922705
56.34	1615	387.9662605
56.35	1635	388.0649139
56.36	1662	388.198096
56.37	1642	388.0994426
56.38	1633	388.0550486
56.39	1682	388.2967494
56.4	1652	388.1487693
56.41	1615	387.9662605
56.42	1615	387.9662605
56.43	1636	388.0698466
56.44	1626	388.0205199
56.45	1591	387.8478765
56.46	1605	387.9169339
56.47	1602	387.9021358
56.48	1571	387.7492231
56.49	1610	387.9415972
56.5	1613	387.9563952
56.51	1595	387.8676072
56.52	1586	387.8232131
56.53	1540	387.5963104
56.54	1547	387.630839
56.55	1603	387.9070685
56.56	1593	387.8577418
56.57	1558	387.6850984
56.58	1576	387.7738864
56.59	1590	387.8429438
56.6	1592	387.8528092
56.61	1605	387.9169339
56.62	1621	387.9958566
56.63	1638	388.0797119
56.64	1629	388.0353179
56.65	1625	388.0155872
56.66	1613	387.9563952
56.67	1598	387.8824052
56.68	1579	387.7886845
56.69	1578	387.7837518
56.7	1573	387.7590884
56.71	1543	387.6111084
56.72	1556	387.6752331
56.73	1596	387.8725398
56.74	1618	387.9810586
56.75	1604	387.9120012
56.76	1603	387.9070685
56.77	1615	387.9662605
56.78	1627	388.0254526
56.79	1636	388.0698466
56.8	1607	387.9267992
56.81	1590	387.8429438
56.82	1592	387.8528092
56.83	1612	387.9514625
56.84	1604	387.9120012
56.85	1611	387.9465299
56.86	1613	387.9563952
56.87	1621	387.9958566
56.88	1606	387.9218665
56.89	1624	388.0106546
56.9	1654	388.1586346
56.91	1670	388.2375573
56.92	1666	388.2178267
56.93	1638	388.0797119
56.94	1639	388.0846446
56.95	1641	388.0945099
56.96	1621	387.9958566
56.97	1614	387.9613279
56.98	1619	387.9859912
56.99	1667	388.2227593
57	1705	388.4102008
57.01	1687	388.3214127
57.02	1670	388.2375573
57.03	1702	388.3954028
57.04	1708	388.4249988
57.05	1705	388.4102008
57.06	1713	388.4496621
57.07	1681	388.2918167
57.08	1687	388.3214127
57.09	1752	388.6420362
57.1	1743	388.5976422
57.11	1724	388.5039215
57.12	1739	388.5779115
57.13	1747	388.6173729
57.14	1824	388.9971884
57.15	1846	389.1057071
57.16	1823	388.9922557
57.17	1795	388.854141
57.18	1790	388.8294776
57.19	1811	388.9330637
57.2	1812	388.9379963
57.21	1785	388.8048143
57.22	1820	388.9774577
57.23	1838	389.0662457
57.24	1866	389.2043605
57.25	1908	389.4115326
57.26	1961	389.672964
57.27	2005	389.8900015
57.28	2070	390.210625
57.29	2143	390.5707098
57.3	2246	391.0787747
57.31	2362	391.6509643
57.32	2569	392.6720268
57.33	2939	394.4971144
57.34	3488	397.2051497
57.35	4290	401.1611503
57.36	5386	406.5673556
57.37	6821	413.6457357
57.38	8481	421.8339664
57.39	10025	429.4500074
57.4	10859	433.5638534
57.41	10630	432.4342722
57.42	9284	425.7948996
57.43	7364	416.324175
57.44	5705	408.140877
57.45	4544	402.4140482
57.46	3765	398.571499
57.47	3268	396.1199625
57.48	3026	394.9262566
57.49	2999	394.7930745
57.5	3204	395.8042717
57.51	3558	397.5504365
57.52	4059	400.0217037
57.53	4702	403.19341
57.54	5438	406.8238544
57.55	6108	410.1287427
57.56	6343	411.2879199
57.57	5947	409.3345829
57.58	5098	405.1467469
57.59	4200	400.7172101
57.6	3468	397.1064963
57.61	2937	394.4872491
57.62	2547	392.5635081
57.63	2385	391.7644157
57.64	2178	390.7433532
57.65	2021	389.9689242
57.66	1979	389.7617521
57.67	1954	389.6384354
57.68	1860	389.1747645
57.69	1800	388.8788043
57.7	1776	388.7604203
57.71	1784	388.7998816
57.72	1776	388.7604203
57.73	1825	389.002121
57.74	1830	389.0267844
57.75	1793	388.8442756
57.76	1758	388.6716322
57.77	1768	388.7209589
57.78	1741	388.5877768
57.79	1732	388.5433828
57.8	1722	388.4940561
57.81	1717	388.4693928
57.82	1753	388.6469689
57.83	1735	388.5581808
57.84	1704	388.4052681
57.85	1702	388.3954028
57.86	1695	388.3608741
57.87	1720	388.4841908
57.88	1710	388.4348641
57.89	1668	388.227692
57.9	1675	388.2622207
57.91	1689	388.3312781
57.92	1697	388.3707394
57.93	1690	388.3362107
57.94	1673	388.2523553
57.95	1656	388.1685
57.96	1647	388.124106
57.97	1641	388.0945099
57.98	1664	388.2079613
57.99	1657	388.1734326
58	1671	388.24249
58.01	1650	388.138904
58.02	1648	388.1290386
58.03	1647	388.124106
58.04	1652	388.1487693
58.05	1644	388.1093079
58.06	1621	387.9958566
58.07	1626	388.0205199
58.08	1618	387.9810586
58.09	1607	387.9267992
58.1	1610	387.9415972
58.11	1620	387.9909239
58.12	1645	388.1142406
58.13	1648	388.1290386
58.14	1659	388.183298
58.15	1648	388.1290386
58.16	1609	387.9366645
58.17	1622	388.0007892
58.18	1619	387.9859912
58.19	1593	387.8577418
58.2	1620	387.9909239
58.21	1618	387.9810586
58.22	1648	388.1290386
58.23	1668	388.227692
58.24	1676	388.2671534
58.25	1648	388.1290386
58.26	1615	387.9662605
58.27	1582	387.8034825
58.28	1566	387.7245598
58.29	1602	387.9021358
58.3	1648	388.1290386
58.31	1692	388.3460761
58.32	1631	388.0451832
58.33	1616	387.9711932
58.34	1682	388.2967494
58.35	1685	388.3115474
58.36	1685	388.3115474
58.37	1663	388.2030287
58.38	1636	388.0698466
58.39	1645	388.1142406
58.4	1623	388.0057219
58.41	1622	388.0007892
58.42	1632	388.0501159
58.43	1605	387.9169339
58.44	1595	387.8676072
58.45	1622	388.0007892
58.46	1684	388.3066147
58.47	1670	388.2375573
58.48	1656	388.1685
58.49	1620	387.9909239
58.5	1602	387.9021358
58.51	1621	387.9958566
58.52	1567	387.7294924
58.53	1607	387.9267992
58.54	1648	388.1290386
58.55	1648	388.1290386
58.56	1602	387.9021358
58.57	1623	388.0057219
58.58	1650	388.138904
58.59	1660	388.1882307
58.6	1639	388.0846446
58.61	1591	387.8478765
58.62	1627	388.0254526
58.63	1632	388.0501159
58.64	1584	387.8133478
58.65	1624	388.0106546
58.66	1638	388.0797119
58.67	1617	387.9761259
58.68	1615	387.9662605
58.69	1609	387.9366645
58.7	1627	388.0254526
58.71	1629	388.0353179
58.72	1629	388.0353179
58.73	1618	387.9810586
58.74	1654	388.1586346
58.75	1645	388.1142406
58.76	1594	387.8626745
58.77	1622	388.0007892
58.78	1615	387.9662605
58.79	1620	387.9909239
58.8	1651	388.1438366
58.81	1658	388.1783653
58.82	1576	387.7738864
58.83	1565	387.7196271
58.84	1572	387.7541558
58.85	1628	388.0303852
58.86	1594	387.8626745
58.87	1634	388.0599813
58.88	1621	387.9958566
58.89	1589	387.8380111
58.9	1592	387.8528092
58.91	1598	387.8824052
58.92	1608	387.9317319
58.93	1643	388.1043753
58.94	1660	388.1882307
58.95	1638	388.0797119
58.96	1656	388.1685
58.97	1698	388.3756721
58.98	1642	388.0994426
58.99	1570	387.7442904
59	1593	387.8577418
59.01	1628	388.0303852
59.02	1609	387.9366645
59.03	1591	387.8478765
59.04	1661	388.1931633
59.05	1626	388.0205199
59.06	1653	388.153702
59.07	1669	388.2326247
59.08	1628	388.0303852
59.09	1631	388.0451832
59.1	1659	388.183298
59.11	1644	388.1093079
59.12	1623	388.0057219
59.13	1666	388.2178267
59.14	1678	388.2770187
59.15	1641	388.0945099
59.16	1631	388.0451832
59.17	1658	388.1783653
59.18	1692	388.3460761
59.19	1635	388.0649139
59.2	1680	388.286884
59.21	1673	388.2523553
59.22	1704	388.4052681
59.23	1700	388.3855374
59.24	1699	388.3806047
59.25	1739	388.5779115
59.26	1750	388.6321709
59.27	1760	388.6814976
59.28	1740	388.5828442
59.29	1687	388.3214127
59.3	1700	388.3855374
59.31	1754	388.6519015
59.32	1736	388.5631135
59.33	1672	388.2474227
59.34	1651	388.1438366
59.35	1687	388.3214127
59.36	1693	388.3510087
59.37	1681	388.2918167
59.38	1664	388.2079613
59.39	1681	388.2918167
59.4	1706	388.4151334
59.41	1723	388.4989888
59.42	1703	388.4003354
59.43	1727	388.5187195
59.44	1666	388.2178267
59.45	1659	388.183298
59.46	1662	388.198096
59.47	1647	388.124106
59.48	1684	388.3066147
59.49	1629	388.0353179
59.5	1602	387.9021358
59.51	1628	388.0303852
59.52	1654	388.1586346
59.53	1644	388.1093079
59.54	1661	388.1931633
59.55	1651	388.1438366
59.56	1668	388.227692
59.57	1632	388.0501159
59.58	1613	387.9563952
59.59	1596	387.8725398
59.6	1617	387.9761259
59.61	1649	388.1339713
59.62	1669	388.2326247
59.63	1661	388.1931633
59.64	1657	388.1734326
59.65	1649	388.1339713
59.66	1586	387.8232131
59.67	1608	387.9317319
59.68	1697	388.3707394
59.69	1625	388.0155872
59.7	1683	388.301682
59.71	1680	388.286884
59.72	1652	388.1487693
59.73	1675	388.2622207
59.74	1694	388.3559414
59.75	1683	388.301682
59.76	1688	388.3263454
59.77	1692	388.3460761
59.78	1694	388.3559414
59.79	1654	388.1586346
59.8	1662	388.198096
59.81	1670	388.2375573
59.82	1628	388.0303852
59.83	1622	388.0007892
59.84	1667	388.2227593
59.85	1655	388.1635673
59.86	1667	388.2227593
59.87	1648	388.1290386
59.88	1682	388.2967494
59.89	1619	387.9859912
59.9	1611	387.9465299
59.91	1631	388.0451832
59.92	1704	388.4052681
59.93	1665	388.212894
59.94	1674	388.257288
59.95	1681	388.2918167
59.96	1698	388.3756721
59.97	1654	388.1586346
59.98	1630	388.0402506
59.99	1629	388.0353179
60	1588	387.8330785
60.01	1589	387.8380111
60.02	1646	388.1191733
60.03	1742	388.5927095
60.04	1679	388.2819514
60.05	1657	388.1734326
60.06	1645	388.1142406
60.07	1686	388.31648
60.08	1663	388.2030287
60.09	1654	388.1586346
60.1	1656	388.1685
60.11	1618	387.9810586
60.12	1578	387.7837518
60.13	1645	388.1142406
60.14	1623	388.0057219
60.15	1627	388.0254526
60.16	1707	388.4200661
60.17	1687	388.3214127
60.18	1640	388.0895773
60.19	1594	387.8626745
60.2	1608	387.9317319
60.21	1625	388.0155872
60.22	1595	387.8676072
60.23	1589	387.8380111
60.24	1619	387.9859912
60.25	1673	388.2523553
60.26	1676	388.2671534
60.27	1628	388.0303852
60.28	1620	387.9909239
60.29	1647	388.124106
60.3	1627	388.0254526
60.31	1622	388.0007892
60.32	1610	387.9415972
60.33	1648	388.1290386
60.34	1665	388.212894
60.35	1627	388.0254526
60.36	1684	388.3066147
60.37	1653	388.153702
60.38	1641	388.0945099
60.39	1637	388.0747793
60.4	1662	388.198096
60.41	1666	388.2178267
60.42	1646	388.1191733
60.43	1636	388.0698466
60.44	1618	387.9810586
60.45	1632	388.0501159
60.46	1612	387.9514625
60.47	1703	388.4003354
60.48	1734	388.5532482
60.49	1690	388.3362107
60.5	1710	388.4348641
60.51	1743	388.5976422
60.52	1648	388.1290386
60.53	1630	388.0402506
60.54	1631	388.0451832
60.55	1601	387.8972032
60.56	1664	388.2079613
60.57	1668	388.227692
60.58	1690	388.3362107
60.59	1636	388.0698466
60.6	1643	388.1043753
60.61	1668	388.227692
60.62	1639	388.0846446
60.63	1579	387.7886845
60.64	1587	387.8281458
60.65	1588	387.8330785
60.66	1648	388.1290386
60.67	1640	388.0895773
60.68	1672	388.2474227
60.69	1698	388.3756721
60.7	1663	388.2030287
60.71	1635	388.0649139
60.72	1606	387.9218665
60.73	1651	388.1438366
60.74	1686	388.31648
60.75	1647	388.124106
60.76	1630	388.0402506
60.77	1667	388.2227593
60.78	1737	388.5680462
60.79	1724	388.5039215
60.8	1667	388.2227593
60.81	1635	388.0649139
60.82	1636	388.0698466
60.83	1629	388.0353179
60.84	1618	387.9810586
60.85	1672	388.2474227
60.86	1682	388.2967494
60.87	1686	388.31648
60.88	1670	388.2375573
60.89	1693	388.3510087
60.9	1738	388.5729788
60.91	1629	388.0353179
60.92	1673	388.2523553
60.93	1662	388.198096
60.94	1616	387.9711932
60.95	1644	388.1093079
60.96	1667	388.2227593
60.97	1675	388.2622207
60.98	1694	388.3559414
60.99	1661	388.1931633
61	1681	388.2918167
61.01	1719	388.4792581
61.02	1674	388.257288
61.03	1647	388.124106
61.04	1678	388.2770187
61.05	1669	388.2326247
61.06	1687	388.3214127
61.07	1690	388.3362107
61.08	1666	388.2178267
61.09	1635	388.0649139
61.1	1704	388.4052681
61.11	1713	388.4496621
61.12	1746	388.6124402
61.13	1676	388.2671534
61.14	1653	388.153702
61.15	1668	388.227692
61.16	1725	388.5088541
61.17	1659	388.183298
61.18	1626	388.0205199
61.19	1624	388.0106546
61.2	1667	388.2227593
61.21	1672	388.2474227
61.22	1660	388.1882307
61.23	1678	388.2770187
61.24	1666	388.2178267
61.25	1697	388.3707394
61.26	1670	388.2375573
61.27	1700	388.3855374
61.28	1708	388.4249988
61.29	1675	388.2622207
61.3	1671	388.24249
61.31	1635	388.0649139
61.32	1678	388.2770187
61.33	1696	388.3658067
61.34	1706	388.4151334
61.35	1710	388.4348641
61.36	1675	388.2622207
61.37	1682	388.2967494
61.38	1684	388.3066147
61.39	1668	388.227692
61.4	1737	388.5680462
61.41	1704	388.4052681
61.42	1682	388.2967494
61.43	1689	388.3312781
61.44	1692	388.3460761
61.45	1655	388.1635673
61.46	1639	388.0846446
61.47	1656	388.1685
61.48	1669	388.2326247
61.49	1667	388.2227593
61.5	1724	388.5039215
61.51	1699	388.3806047
61.52	1674	388.257288
61.53	1701	388.3904701
61.54	1699	388.3806047
61.55	1730	388.5335175
61.56	1693	388.3510087
61.57	1665	388.212894
61.58	1725	388.5088541
61.59	1788	388.8196123
61.6	1794	388.8492083
61.61	1733	388.5483155
61.62	1769	388.7258916
61.63	1758	388.6716322
61.64	1753	388.6469689
61.65	1744	388.6025749
61.66	1738	388.5729788
61.67	1744	388.6025749
61.68	1798	388.868939
61.69	1838	389.0662457
61.7	1800	388.8788043
61.71	1734	388.5532482
61.72	1824	388.9971884
61.73	1893	389.3375425
61.74	1940	389.569378
61.75	1850	389.1254378
61.76	1871	389.2290238
61.77	1831	389.0317171
61.78	1806	388.9084003
61.79	1840	389.0761111
61.8	1746	388.6124402
61.81	1753	388.6469689
61.82	1739	388.5779115
61.83	1778	388.7702856
61.84	1806	388.9084003
61.85	1765	388.7061609
61.86	1732	388.5433828
61.87	1789	388.824545
61.88	1818	388.9675924
61.89	1783	388.7949489
61.9	1813	388.942929
61.91	1818	388.9675924
61.92	1764	388.7012282
61.93	1757	388.6666996
61.94	1751	388.6371035
61.95	1763	388.6962956
61.96	1718	388.4743255
61.97	1745	388.6075075
61.98	1667	388.2227593
61.99	1703	388.4003354
62	1731	388.5384502
62.01	1702	388.3954028
62.02	1751	388.6371035
62.03	1739	388.5779115
62.04	1709	388.4299314
62.05	1703	388.4003354
62.06	1716	388.4644601
62.07	1734	388.5532482
62.08	1741	388.5877768
62.09	1667	388.2227593
62.1	1689	388.3312781
62.11	1739	388.5779115
62.12	1705	388.4102008
62.13	1742	388.5927095
62.14	1700	388.3855374
62.15	1718	388.4743255
62.16	1719	388.4792581
62.17	1704	388.4052681
62.18	1694	388.3559414
62.19	1717	388.4693928
62.2	1784	388.7998816
62.21	1761	388.6864302
62.22	1747	388.6173729
62.23	1749	388.6272382
62.24	1724	388.5039215
62.25	1716	388.4644601
62.26	1662	388.198096
62.27	1701	388.3904701
62.28	1730	388.5335175
62.29	1722	388.4940561
62.3	1701	388.3904701
62.31	1739	388.5779115
62.32	1756	388.6617669
62.33	1763	388.6962956
62.34	1804	388.898535
62.35	1774	388.7505549
62.36	1758	388.6716322
62.37	1727	388.5187195
62.38	1766	388.7110936
62.39	1739	388.5779115
62.4	1748	388.6223055
62.41	1748	388.6223055
62.42	1718	388.4743255
62.43	1666	388.2178267
62.44	1715	388.4595275
62.45	1765	388.7061609
62.46	1809	388.9231983
62.47	1806	388.9084003
62.48	1794	388.8492083
62.49	1808	388.9182657
62.5	1790	388.8294776
62.51	1804	388.898535
62.52	1815	388.9527944
62.53	1794	388.8492083
62.54	1771	388.7357569
62.55	1795	388.854141
62.56	1797	388.8640063
62.57	1821	388.9823904
62.58	1826	389.0070537
62.59	1810	388.928131
62.6	1827	389.0119864
62.61	1860	389.1747645
62.62	1844	389.0958418
62.63	1845	389.1007744
62.64	1819	388.972525
62.65	1849	389.1205051
62.66	1897	389.3572732
62.67	1821	388.9823904
62.68	1825	389.002121
62.69	1866	389.2043605
62.7	1918	389.4608593
62.71	1908	389.4115326
62.72	1944	389.5891087
62.73	1952	389.62857
62.74	1939	389.5644453
62.75	1944	389.5891087
62.76	1962	389.6778967
62.77	1927	389.5052533
62.78	1924	389.4904553
62.79	1943	389.584176
62.8	1925	389.495388
62.81	1964	389.687762
62.82	1929	389.5151186
62.83	1953	389.6335027
62.84	2001	389.8702708
62.85	2089	390.3043457
62.86	2054	390.1317023
62.87	2052	390.1218369
62.88	2104	390.3783357
62.89	2216	390.9307947
62.9	2235	391.0245154
62.91	2276	391.2267548
62.92	2412	391.8975978
62.93	2553	392.5931041
62.94	2721	393.4217925
62.95	2932	394.4625857
62.96	3341	396.4800474
62.97	3914	399.3064667
62.98	4727	403.3167267
62.99	5930	409.2507276
63	7569	417.3353722
63.01	9503	426.8751541
63.02	11184	435.1669708
63.03	12014	439.2610862
63.04	12020	439.2906822
63.05	10714	432.8486164
63.06	8938	424.0881961
63.07	7297	415.9936862
63.08	5824	408.7278646
63.09	4650	402.9369112
63.1	3906	399.2670054
63.11	3464	397.0867656
63.12	3243	395.9966458
63.13	3189	395.7302817
63.14	3268	396.1199625
63.15	3521	397.3679278
63.16	3945	399.4593795
63.17	4582	402.6014897
63.18	5310	406.1924727
63.19	6046	409.8229172
63.2	6714	413.1179401
63.21	6889	413.9811572
63.22	6503	412.0771469
63.23	5866	408.9350367
63.24	5052	404.9198441
63.25	4218	400.8059981
63.26	3543	397.4764465
63.27	3016	394.8769299
63.28	2644	393.041977
63.29	2528	392.4697874
63.3	2393	391.8038771
63.31	2243	391.0639767
63.32	2137	390.5411138
63.33	2075	390.2352883
63.34	2080	390.2599517
63.35	2042	390.0725102
63.36	1984	389.7864154
63.37	1958	389.658166
63.38	1930	389.5200513
63.39	1952	389.62857
63.4	1982	389.7765501
63.41	1921	389.4756573
63.42	1919	389.4657919
63.43	1971	389.7222907
63.44	1911	389.4263306
63.45	1888	389.3128792
63.46	1858	389.1648991
63.47	1852	389.1353031
63.48	1866	389.2043605
63.49	1860	389.1747645
63.5	1892	389.3326099
63.51	1814	388.9478617
63.52	1770	388.7308242
63.53	1788	388.8196123
63.54	1792	388.839343
63.55	1811	388.9330637
63.56	1798	388.868939
63.57	1775	388.7554876
63.58	1787	388.8146796
63.59	1843	389.0909091
63.6	1779	388.7752183
63.61	1724	388.5039215
63.62	1701	388.3904701
63.63	1760	388.6814976
63.64	1777	388.7653529
63.65	1745	388.6075075
63.66	1734	388.5532482
63.67	1742	388.5927095
63.68	1753	388.6469689
63.69	1740	388.5828442
63.7	1754	388.6519015
63.71	1742	388.5927095
63.72	1736	388.5631135
63.73	1717	388.4693928
63.74	1715	388.4595275
